12.10.2021 19:58:17:110,TP97753,A BOT_moral,Ask,5,3, 1,1, -4,2,-5,3, 1,1, -3,7,B
12.10.2021 19:58:18:271,TP97753,C BOT_moral,EnterTP,-4,7, 1,1, 3,3,
12.10.2021 19:58:21:456,TP97753,C BOT_moral,Thank,-5,0, 1,1, 0,2,5,3, 1,1, -4,2,A BOT_moral
12.10.2021 19:58:25:586,TP97753,C BOT_moral,exitTP,-5,2, 1,1, -2,6,
12.10.2021 19:58:25:619,TP97753,A BOT_moral,EnterTP,5,3, 1,1, -2,6,
12.10.2021 19:58:25:773,TP97753,A BOT_moral,Activated,5,3, 1,1, -2,5,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
12.10.2021 19:58:28:203,TP97753,C BOT_moral,EnterTP,-5,1, 1,1, -2,6,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
12.10.2021 19:58:31:102,TP97753,A BOT_moral,exitTP,2,2, 1,1, -0,6,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
12.10.2021 19:58:33:734,TP97753,A BOT_moral,Thank,-0,4, 1,1, -0,2,-4,2, 1,1, 0,4,C BOT_moral
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
1,0.09,-0.9,0.09,1,0.09,
0.83,0.81,-0.81,0.08,1,0.81,
12.10.2021 19:58:34:402,TP97753,C BOT_moral,Activated,-4,2, 1,1, 0,4,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
12.10.2021 19:58:34:584,TP97753,A BOT_moral,EnterTP,-1,2, 1,1, -0,1,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,1,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
12.10.2021 19:58:39:99,TP97753,A BOT_moral,exitTP,-1,2, 1,1, 0,0,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.95,0.08,-0.9,0.09,1,0.08,
0.83,0.81,-0.81,0.08,0.87,0.81,
12.10.2021 19:58:42:33,TP97753,C BOT_moral,Ask,-4,2, 1,1, 0,4,1,7, 1,1, 0,2,A BOT_moral
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.87,0.81,
12.10.2021 19:58:42:566,TP97753,A BOT_moral,EnterTP,2,3, 1,1, 0,2,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.87,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
12.10.2021 19:58:42:851,TP97753,A BOT_moral,Activated,2,6, 1,1, 0,2,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.87,0.05,-0.81,0.07,0.83,0.05,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
0.76,0.04,-0.81,0.07,0.83,0.04,
0.83,0.81,-0.81,0.08,0.83,0.81,
